month_10,month_11,month_9,republican,Year,Rep_House_Prop,State,Result,rep_loyalty,popular_vote_percentage,density,RDI
42.61104081,44.93573725,40.6423985,1,1988,0.375,Minnesota,0,0.1,53.37,49.41359281368253,71353.75
47.89954416,47.72298613,48.24914503,0,1988,0.625,Minnesota,1,0.1,45.65,49.41359281368253,71353.75
44.56613587,42.234835,45.561007,0,1992,0.625,Minnesota,1,0.0,43.01,51.430281908836825,76580.56999999999
32.14808326,32.21124867,35.16642893,1,1992,0.375,Minnesota,0,0.0,37.45,51.430281908836825,76580.56999999999
53.65951029,52.1504718,55.6543733,0,1996,0.75,Minnesota,1,0.0,49.23,53.45712708326146,81955.03
32.07934213,31.99442100000001,31.75135867,1,1996,0.25,Minnesota,0,0.0,40.72,53.45712708326146,81955.03
44.34668845,44.19639371,46.33013627,0,2000,0.75,Minnesota,1,0.0,48.38,56.74628204685828,86372.79
40.47368352,41.095163,37.703986,1,2000,0.25,Minnesota,0,0.0,47.87,56.74628204685828,86372.79
44.51725687,45.232135,45.24262927,1,2004,0.375,Minnesota,0,0.0,50.73,58.51779901774726,91622.87
47.80344429,48.196207,45.93793577,0,2004,0.625,Minnesota,1,0.0,48.27,58.51779901774726,91622.87
51.0746691,52.47920075,49.1019439,0,2008,0.5,Minnesota,1,0.0,52.93,60.3500914392188,95902.15
41.85037006,41.8509865,44.15884533,1,2008,0.5,Minnesota,0,0.0,45.66,60.3500914392188,95902.15
50.21651745,50.67649883,50.28293073,0,2012,0.625,Minnesota,1,0.0,51.06,61.88669588120953,101287.37
43.54511961,44.8302045,41.26397293,1,2012,0.375,Minnesota,0,0.0,47.2,61.88669588120953,101287.37
38.82059968,38.789895,38.195824,1,2016,0.375,Minnesota,0,0.0,46.09,63.48932058935164,107181.38999999998
45.73835226,46.94146875,43.150122,0,2016,0.625,Minnesota,1,0.0,48.18000000000001,63.48932058935164,107181.38999999998
41.81980968,42.63173,42.913794,1,2020,0.375,Minnesota,0,0.0,46.525,65.56790080857573,114315.6
50.53106968,51.80381,50.66559633,0,2020,0.625,Minnesota,1,0.0,52.46,65.56790080857573,114315.6
