month_10,month_11,month_9,republican,Year,Rep_House_Prop,State,Result,rep_loyalty,popular_vote_percentage,density,RDI
40.50563358,41.83259675,38.15701353,1,1988,0.6666666666666666,Iowa,0,1.0,53.37,49.19304854644965,41234.83
49.29866894,48.66351025,50.9211923,0,1988,0.33333333333333337,Iowa,1,1.0,45.65,49.19304854644965,41234.83
40.876955,39.020119,39.3874203,0,1992,0.33333333333333337,Iowa,1,0.6,43.01,49.87779870637572,43673.45
32.61155723,33.05033033,34.54417253,1,1992,0.6666666666666666,Iowa,0,0.6,37.45,49.87779870637572,43673.45
49.509905,47.6288406,49.25694873,0,1996,0.2,Iowa,1,0.3,49.23,50.616124102636995,46265.44
33.2730709,34.8440316,32.648129600000004,1,1996,0.8,Iowa,0,0.3,40.72,50.616124102636995,46265.44
41.90088377,44.36325657,41.50992217,0,2000,0.2,Iowa,1,0.1,48.38,52.04824436704812,48351.78999999999
39.938212,44.39034929,36.59733697,1,2000,0.8,Iowa,0,0.1,47.87,52.04824436704812,48351.78999999999
47.67801981,47.445953,48.1451139,1,2004,0.8,Iowa,1,0.0,50.73,52.48480702253181,51020.29
45.91127535,46.318958,45.70302153,0,2004,0.2,Iowa,0,0.0,48.27,52.48480702253181,51020.29
52.81154884,52.897948,50.22754753,0,2008,0.2,Iowa,1,0.4,52.93,53.60604875968441,52689.86
40.75415068,40.17364050000001,43.2907749,1,2008,0.8,Iowa,0,0.4,45.66,53.60604875968441,52689.86
48.42395303,48.16182167,47.16252113,0,2012,0.6,Iowa,1,0.3,51.06,54.65802473523349,55567.11
46.72183935,46.51622,45.23832213,1,2012,0.4,Iowa,0,0.3,47.2,54.65802473523349,55567.11
41.63280194,44.56807875,41.815992,1,2016,0.5,Iowa,1,0.2,46.09,55.702128793801975,58405.009999999995
40.34106,41.05844,38.651354,0,2016,0.5,Iowa,0,0.2,48.18000000000001,55.702128793801975,58405.009999999995
46.86447258,47.52277,46.80826,1,2020,0.75,Iowa,1,0.5,46.525,56.50454900845831,62329.43999999999
47.24081903,46.13260667,45.402443,0,2020,0.25,Iowa,0,0.5,52.46,56.50454900845831,62329.43999999999
