month_10,month_11,month_9,republican,Year,Rep_House_Prop,State,Result,rep_loyalty,popular_vote_percentage,density,RDI
43.40194561,45.183143,41.59095247,1,1988,0.5,Connecticut,1,1.0,53.37,590.1791125541125,71110.93000000001
39.39631348,38.0025765,44.584447499999996,0,1988,0.5,Connecticut,0,1.0,45.65,590.1791125541125,71110.93000000001
44.88841639,41.43925267,46.55472973,0,1992,0.5,Connecticut,1,1.0,43.01,590.7281746031746,77544.05
33.80341419,33.094086,37.48795487,1,1992,0.5,Connecticut,0,1.0,37.45,590.7281746031746,77544.05
50.71694239,49.0714552,50.38905727,0,1996,0.5,Connecticut,1,0.6,49.23,589.2911255411257,82608.31000000001
31.53777213,29.490798600000005,35.26868653,1,1996,0.5,Connecticut,0,0.6,40.72,589.2911255411257,82608.31000000001
47.773210999999996,48.79343814,46.70011317,0,2000,0.6666666666666667,Connecticut,1,0.3,48.38,615.3998917748918,85809.67
36.817482899999995,38.51210557,37.80747637,1,2000,0.3333333333333333,Connecticut,0,0.3,47.87,615.3998917748918,85809.67
39.95967329,40.0288385,40.76133327,1,2004,0.5,Connecticut,0,0.1,50.73,630.6085858585859,89855.18000000001
51.631852,52.271467,49.4172432,0,2004,0.5,Connecticut,1,0.1,48.27,630.6085858585859,89855.18000000001
55.25902645,57.40292075,53.297095,0,2008,0.4,Connecticut,1,0.0,52.93,639.5344516594516,93471.90000000001
36.5157331,36.129093,39.09022503,1,2008,0.6,Connecticut,0,0.0,45.66,639.5344516594516,93471.90000000001
52.49814416,53.63065967,52.62143917,0,2012,1.0,Connecticut,1,0.0,51.06,648.3336940836941,96883.04000000001
42.050569,41.479769,41.26202987,1,2012,0.0,Connecticut,0,0.0,47.2,648.3336940836941,96883.04000000001
36.40187032,37.43536125,37.06172067,1,2016,0.0,Connecticut,0,0.0,46.09,645.1031746031746,101185.94
47.96680871,50.423315,45.43586567,0,2016,1.0,Connecticut,1,0.0,48.18000000000001,645.1031746031746,101185.94
33.73894194,32.39282,34.224352,1,2020,0.0,Connecticut,0,0.0,46.525,642.6911976911978,105747.68999999999
58.42546323,58.22804667,54.93029433,0,2020,1.0,Connecticut,1,0.0,52.46,642.6911976911978,105747.68999999999
