month_10,month_11,month_9,republican,Year,Rep_House_Prop,State,Result,rep_loyalty,popular_vote_percentage,density,RDI,GDP
41.87425113,44.04623686,41.98315167,0,2000,0.5555555560000001,Wisconsin,1,0.1,48.38,82.04202860937667,89682.73,171810.91999999998
41.740914000000004,44.935702,40.72444497,1,2000,0.444444444,Wisconsin,0,0.1,47.87,82.04202860937667,89682.73,171810.91999999998
47.5513739,48.179759000000004,49.2891217,1,2004,0.444444444,Wisconsin,0,0.0,50.73,84.17974749248125,95403.43,180101.87999999998
45.91477965,46.410581,44.07264223,0,2004,0.5555555560000001,Wisconsin,1,0.0,48.27,84.17974749248125,95403.43,180101.87999999998
51.39647635,52.812047,49.0886276,0,2008,0.5,Wisconsin,1,0.0,52.93,86.11813199395449,100951.47,187686.28999999998
41.33054803,40.85506375,43.82768377,1,2008,0.5,Wisconsin,0,0.0,45.66,86.11813199395449,100951.47,187686.28999999998
49.82714013,49.81010933,49.69792897,0,2012,0.625,Wisconsin,1,0.0,51.06,87.39886722745524,107053.71,195329.3
46.12278484,46.12882083,45.74715663,1,2012,0.375,Wisconsin,0,0.0,47.2,87.39886722745524,107053.71,195329.3
38.74044065,41.12077,38.559752,1,2016,0.625,Wisconsin,1,0.0,46.09,88.22050898432133,113232.71,204687.65
45.52802226,46.5165375,43.15655033,0,2016,0.375,Wisconsin,0,0.0,48.18000000000001,88.22050898432133,113232.71,204687.65
43.58577839,43.79576333,43.493821999999994,1,2020,0.625,Wisconsin,0,0.4,46.525,89.33560294948325,119627.08,214835.50999999995
50.85832935,52.02580333,50.298514000000004,0,2020,0.375,Wisconsin,1,0.4,52.46,89.33560294948325,119627.08,214835.50999999995
